player_name,season,height_inches,weight,forty,bench,vertical,broad_jump,cone,shuttle,bmi,size_score,speed_score,burst_score,agility_score,pos,pos_group,conf_tier,is_skill,is_blue_blood,is_sec,age_at_draft,era,draft_ovr,draft_round,is_first_round,is_drafted
Perry Riley,2010,73.0,239.0,4.69,,35.5,119.0,6.97,4.25,31.528804653781194,17447.0,98.79535491782342,45.416666666666664,11.219999999999999,OLB,Edge,Power Five,0,1,1,22.0,2006-2010,103.0,4,0,1
Andre Roberts,2010,71.0,195.0,4.4,15.0,36.0,120.0,6.77,4.15,27.19400912517358,13845.0,104.05283109077246,46.0,10.92,WR,Skill,FCS/Other,1,0,0,22.0,2006-2010,88.0,3,0,1
Patrick Robinson,2010,71.0,190.0,4.46,15.0,39.0,122.0,6.78,,26.496726839912714,13490.0,96.0382331902286,49.166666666666664,6.78,CB,DB,Power Five,0,0,0,23.0,2006-2010,32.0,1,1,1
Zac Robinson,2010,74.0,214.0,4.68,,35.0,110.0,7.24,4.4,27.472972972972972,15836.0,89.21961743898132,44.166666666666664,11.64,QB,QB,Power Five,1,0,0,23.0,2006-2010,250.0,7,0,1
Dennis Rogan,2010,69.0,185.0,4.73,,38.0,118.0,,4.1,27.31674018063432,12765.0,73.91918350470708,47.833333333333336,4.1,S,DB,Power Five,0,1,1,,2006-2010,,8,0,0
Myron Rolle,2010,74.0,215.0,4.59,21.0,36.0,124.0,6.94,4.15,27.60135135135135,15910.0,96.87633792199998,46.333333333333336,11.09,S,DB,Power Five,0,0,0,,2006-2010,207.0,6,0,1
Devin Ross,2010,70.0,183.0,4.64,16.0,40.0,119.0,7.07,,26.254897959183673,12810.0,78.96036790009913,49.916666666666664,7.07,CB,DB,Power Five,0,0,0,,2006-2010,,8,0,0
Jay Ross,2010,75.0,313.0,5.1,30.0,32.0,100.0,7.83,4.64,39.11804444444444,23475.0,92.53235787081569,40.333333333333336,12.469999999999999,DT,DL,Group of Five,0,0,0,,2006-2010,,8,0,0
Rodger Saffold,2010,77.0,316.0,5.21,27.0,29.5,113.0,7.42,4.67,37.46803845505144,24332.0,85.77607805522321,38.916666666666664,12.09,OT,OL,Power Five,0,0,0,22.0,2006-2010,33.0,2,0,1
Emmanuel Sanders,2010,71.0,186.0,4.4,12.0,39.5,126.0,6.64,4.1,25.938901011704026,13206.0,99.25039273273681,50.0,10.739999999999998,WR,Skill,Group of Five,1,0,0,23.0,2006-2010,82.0,3,0,1
Ricky Sapp,2010,76.0,252.0,4.65,23.0,34.0,114.0,7.29,4.41,30.67105263157895,19152.0,107.7999910728132,43.5,11.7,OLB,Edge,Power Five,0,1,0,23.0,2006-2010,134.0,5,0,1
O'Brien Schofield,2010,74.0,221.0,4.63,,,,,,28.37162162162162,16354.0,96.1829969985364,,,OLB,Edge,Power Five,0,0,0,23.0,2006-2010,130.0,4,0,1
Charles Scott,2010,71.0,238.0,4.68,,30.5,111.0,6.98,4.47,33.19063677841698,16898.0,99.22555584335305,39.75,11.45,RB,Skill,Power Five,1,1,1,,2006-2010,200.0,6,0,1
Chris Scott,2010,77.0,319.0,5.52,19.0,22.5,90.0,8.24,5.03,37.82374768089054,24563.0,68.71702795868961,30.0,13.27,OG,OL,Power Five,0,1,1,23.0,2006-2010,151.0,5,0,1
George Selvie,2010,76.0,252.0,4.93,24.0,30.5,109.0,7.48,4.63,30.67105263157895,19152.0,85.3184308292889,39.583333333333336,12.11,DE,Edge,FCS/Other,0,0,0,23.0,2006-2010,226.0,7,0,1
Darryl Sharpton,2010,71.0,236.0,4.81,24.0,,,7.19,4.42,32.911723864312634,16756.0,88.17829418967003,,11.61,ILB,LB,FCS/Other,0,0,0,22.0,2006-2010,102.0,4,0,1
Cameron Sheffield,2010,74.0,257.0,4.92,,33.0,115.0,7.23,4.53,32.99324324324324,19018.0,87.72082508738464,42.583333333333336,11.760000000000002,OLB,Edge,Group of Five,0,0,0,22.0,2006-2010,142.0,5,0,1
Malcolm Sheppard,2010,74.0,285.0,5.11,19.0,28.0,100.0,7.81,4.78,36.58783783783784,21090.0,83.59710831460737,36.333333333333336,12.59,DT,DL,Power Five,0,0,1,,2006-2010,,8,0,0
Jordan Shipley,2010,71.0,193.0,4.6,16.0,36.5,116.0,,,26.91509621106923,13703.0,86.20966906207457,46.166666666666664,,WR,Skill,Power Five,1,1,0,24.0,2006-2010,84.0,3,0,1
John Skelton,2010,77.0,243.0,4.85,,33.5,108.0,7.17,4.33,28.812447292966777,18711.0,87.83534568636112,42.5,11.5,QB,QB,FCS/Other,1,0,0,22.0,2006-2010,155.0,5,0,1
Riley Skinner,2010,72.0,214.0,5.05,,30.0,101.0,7.04,4.29,29.0204475308642,15408.0,65.80793399018327,38.416666666666664,11.33,QB,QB,Power Five,1,0,0,,2006-2010,,8,0,0
D'Anthony Smith,2010,74.0,304.0,5.01,,,,,,39.027027027027025,22496.0,96.50563568950302,,,DT,DL,Group of Five,0,0,0,22.0,2006-2010,74.0,3,0,1
Shelley Smith,2010,75.0,300.0,5.03,26.0,34.0,112.0,7.67,4.71,37.49333333333333,22500.0,93.73014959312923,43.333333333333336,12.379999999999999,OG,OL,FCS/Other,0,0,0,23.0,2006-2010,187.0,6,0,1
Jevan Snead,2010,75.0,219.0,5.04,,33.0,106.0,7.08,4.33,27.370133333333335,16425.0,67.88158350039716,41.833333333333336,11.41,QB,QB,FCS/Other,1,0,0,,2006-2010,,8,0,0
Amari Spievey,2010,71.0,195.0,4.52,,35.0,116.0,,,27.19400912517358,13845.0,93.43527491990505,44.666666666666664,,CB,DB,Power Five,0,0,0,22.0,2006-2010,66.0,3,0,1
Brandon Spikes,2010,75.0,249.0,5.05,,29.0,111.0,6.97,,31.119466666666668,18675.0,76.57091384839082,38.25,6.97,ILB,LB,Power Five,0,1,1,23.0,2006-2010,62.0,2,0,1
C.J. Spiller,2010,71.0,196.0,4.37,18.0,,,,,27.333465582225745,13916.0,107.48808340197904,,,RB,Skill,Power Five,1,1,0,23.0,2006-2010,9.0,1,1,1
James Starks,2010,74.0,218.0,4.5,15.0,36.0,119.0,6.89,4.23,27.986486486486488,16132.0,106.32525529644872,45.916666666666664,11.120000000000001,RB,Skill,Group of Five,1,0,0,24.0,2006-2010,193.0,6,0,1
Darian Stewart,2010,71.0,213.0,4.53,12.0,37.0,122.0,,4.32,29.704225352112676,15123.0,101.16185655350085,47.166666666666664,4.32,S,DB,Power Five,0,0,1,,2006-2010,,8,0,0
Darrell Stuckey,2010,71.0,205.0,4.46,17.0,39.5,120.0,,,28.5885736956953,14555.0,103.62019896840454,49.5,,S,DB,Power Five,0,0,0,23.0,2006-2010,110.0,4,0,1
Ndamukong Suh,2010,76.0,307.0,5.03,32.0,35.5,105.0,7.21,4.44,37.36513157894737,23332.0,95.91718641696892,44.25,11.65,DT,DL,Power Five,0,1,0,23.0,2006-2010,2.0,1,1,1
Brett Swenson,2010,68.0,178.0,,12.0,,,,,27.061851211072664,12104.0,,,,K,ST,Power Five,0,0,0,,2006-2010,,8,0,0
Stevenson Sylvester,2010,74.0,231.0,4.71,23.0,,,,,29.655405405405407,17094.0,93.87681507867731,,,OLB,Edge,Power Five,0,0,0,22.0,2006-2010,166.0,5,0,1
Ben Tate,2010,71.0,220.0,4.34,26.0,40.5,124.0,6.91,4.12,30.68042055147788,15620.0,124.02058010855447,50.833333333333336,11.030000000000001,RB,Skill,Power Five,1,0,1,22.0,2006-2010,58.0,2,0,1
Golden Tate,2010,70.0,199.0,4.42,17.0,35.0,120.0,7.12,4.34,28.550408163265306,13930.0,104.27831253892639,45.0,11.46,WR,Skill,Power Five,1,1,0,22.0,2006-2010,60.0,2,0,1
Daniel Te'o-Nesheim,2010,75.0,263.0,4.73,29.0,37.0,121.0,6.91,4.18,32.86915555555556,19725.0,105.0851095229079,47.083333333333336,11.09,DE,Edge,Power Five,0,0,0,23.0,2006-2010,86.0,3,0,1
Tim Tebow,2010,75.0,236.0,4.71,,38.5,115.0,6.66,4.17,29.494755555555557,17700.0,95.90878077302098,48.083333333333336,10.83,QB,QB,Power Five,1,1,1,23.0,2006-2010,25.0,1,1,1
Matt Tennant,2010,77.0,300.0,5.15,27.0,25.0,98.0,7.6,4.62,35.5709225839096,23100.0,85.29475659990611,33.166666666666664,12.219999999999999,C,OL,FCS/Other,0,0,0,23.0,2006-2010,158.0,5,0,1
Mike Tepper,2010,77.0,324.0,5.31,28.0,26.5,94.0,7.95,5.25,38.41659639062236,24948.0,81.50737780178824,34.333333333333336,13.2,OG,OL,Power Five,0,0,0,,2006-2010,,8,0,0
Cam Thomas,2010,76.0,330.0,5.16,31.0,29.0,102.0,7.68,4.78,40.16447368421053,25080.0,93.09902420089294,37.5,12.46,DT,DL,Power Five,0,0,0,23.0,2006-2010,146.0,5,0,1
Demaryius Thomas,2010,75.0,224.0,4.52,,,,,,27.995022222222225,16800.0,107.33077734389093,,,WR,Skill,Power Five,1,0,0,22.0,2006-2010,22.0,1,1,1
Earl Thomas,2010,70.0,208.0,4.43,21.0,,113.0,,,29.841632653061225,14560.0,108.01359620861858,,,CB,DB,Power Five,0,1,0,21.0,2006-2010,14.0,1,1,1
Kevin Thomas,2010,72.0,192.0,4.41,19.0,34.5,126.0,6.82,4.18,26.037037037037035,13824.0,101.52590430430308,45.0,11.0,CB,DB,Power Five,0,1,0,23.0,2006-2010,94.0,3,0,1
Syd'Quan Thompson,2010,69.0,186.0,4.75,,33.0,117.0,6.73,4.26,27.464398235664778,12834.0,73.07494571097521,42.75,10.99,CB,DB,Power Five,0,0,0,23.0,2006-2010,225.0,7,0,1
Walter Thurmond,2010,71.0,189.0,4.53,,,,,,26.35727038286054,13419.0,89.76333750521907,,,CB,DB,Power Five,0,0,0,23.0,2006-2010,111.0,4,0,1
Leigh Tiffin,2010,73.0,209.0,,,,,,,27.571214111465565,15257.0,,,,K,ST,Power Five,0,1,1,,2006-2010,,8,0,0
Manase Tonga,2010,71.0,245.0,4.84,19.0,32.0,105.0,7.44,4.69,34.16683197778219,17395.0,89.2924282432693,40.75,12.13,FB,Skill,FCS/Other,1,0,0,,2006-2010,,8,0,0
Keith Toston,2010,72.0,213.0,4.66,22.0,32.0,110.0,,4.67,28.884837962962965,15336.0,90.3370558204706,41.166666666666664,4.67,RB,Skill,Power Five,1,0,0,,2006-2010,,8,0,0
Adrian Tracy,2010,75.0,248.0,4.76,20.0,35.5,110.0,7.08,4.34,30.99448888888889,18600.0,96.61707058528019,44.666666666666664,11.42,OLB,Edge,FCS/Other,0,0,0,23.0,2006-2010,184.0,6,0,1
Nate Triplett,2010,75.0,250.0,4.7,20.0,33.0,115.0,7.02,4.37,31.244444444444447,18750.0,102.46571445961322,42.583333333333336,11.39,OLB,Edge,Power Five,0,0,0,23.0,2006-2010,167.0,5,0,1
Torell Troup,2010,75.0,314.0,5.12,34.0,29.0,98.0,7.61,4.73,39.24302222222222,23550.0,91.38602763414383,37.166666666666664,12.34,DT,DL,FCS/Other,0,0,0,21.0,2006-2010,41.0,2,0,1
Verran Tucker,2010,74.0,200.0,4.65,,,,,,25.675675675675674,14800.0,85.55554847048667,,,WR,Skill,Power Five,1,0,0,,2006-2010,,8,0,0
Adam Ulatoski,2010,77.0,300.0,5.52,24.0,26.0,94.0,7.98,4.99,35.5709225839096,23100.0,64.62416422447299,33.833333333333336,12.97,OG,OL,Power Five,0,1,0,,2006-2010,,8,0,0
Jared Veldheer,2010,80.0,312.0,5.06,32.0,33.5,109.0,7.4,4.51,34.27125,24960.0,95.18807022286857,42.583333333333336,11.91,OT,OL,FCS/Other,0,0,0,23.0,2006-2010,69.0,3,0,1
Alterraun Verner,2010,70.0,189.0,4.52,11.0,32.0,116.0,6.7,4.12,27.115714285714283,13230.0,90.56034338390798,41.666666666666664,10.82,CB,DB,Power Five,0,0,0,21.0,2006-2010,104.0,4,0,1
Stephan Virgil,2010,71.0,183.0,4.69,12.0,34.0,113.0,7.11,4.35,25.52053164054751,12993.0,75.64665251029994,43.416666666666664,11.46,CB,DB,Power Five,0,0,0,,2006-2010,,8,0,0
Jamar Wall,2010,70.0,204.0,4.52,15.0,,,,,29.267755102040816,14280.0,97.74767222390066,,,CB,DB,Power Five,0,0,0,22.0,2006-2010,196.0,6,0,1
J.D. Walton,2010,75.0,300.0,5.19,24.0,27.0,101.0,7.6,4.69,37.49333333333333,22500.0,82.69548887636438,35.416666666666664,12.29,C,OL,Power Five,0,0,0,23.0,2006-2010,80.0,3,0,1
Ed Wang,2010,77.0,314.0,5.18,29.0,27.0,96.0,,4.7,37.23089897115871,24178.0,87.22492501251531,35.0,4.7,OT,OL,Power Five,0,0,0,23.0,2006-2010,140.0,5,0,1
T.J. Ward,2010,70.0,211.0,4.56,19.0,34.0,121.0,,,30.272040816326534,14770.0,97.60073322274224,44.083333333333336,,S,DB,Power Five,0,0,0,23.0,2006-2010,38.0,2,0,1
Donovan Warren,2010,71.0,193.0,4.62,12.0,,113.0,,,26.91509621106923,13703.0,84.7265265536599,,,S,DB,Power Five,0,1,0,,2006-2010,,8,0,0
Lorenzo Washington,2010,76.0,291.0,5.21,25.0,30.0,107.0,7.4,4.68,35.41776315789473,22116.0,78.98999593060113,38.916666666666664,12.08,DT,DL,Power Five,0,1,1,,2006-2010,,8,0,0
Daryl Washington,2010,74.0,230.0,4.58,17.0,31.0,114.0,,,29.527027027027028,17020.0,104.54323134810454,40.5,,OLB,Edge,Power Five,0,0,0,23.0,2006-2010,47.0,2,0,1
Tony Washington,2010,78.0,311.0,5.25,33.0,29.5,114.0,7.52,4.84,35.935733070348455,24258.0,81.8753502912881,39.0,12.36,OT,OL,Group of Five,0,0,0,,2006-2010,,8,0,0
Dekoda Watson,2010,73.0,240.0,4.55,24.0,40.0,134.0,7.06,4.11,31.66072433852505,17520.0,111.99423066387163,51.166666666666664,11.17,OLB,Edge,Power Five,0,0,0,22.0,2006-2010,217.0,7,0,1
Sean Weatherspoon,2010,73.0,239.0,4.62,34.0,40.0,123.0,6.99,4.38,31.528804653781194,17447.0,104.92041371152702,50.25,11.370000000000001,OLB,Edge,Power Five,0,0,1,22.0,2006-2010,19.0,1,1,1
Thomas Welch,2010,78.0,307.0,5.42,29.0,29.0,105.0,7.67,4.8,35.47353714661407,23946.0,71.14939720503635,37.75,12.469999999999999,OT,OL,Power Five,0,0,1,23.0,2006-2010,208.0,7,0,1
Chastin West,2010,72.0,212.0,4.59,15.0,33.5,113.0,,,28.749228395061728,15264.0,95.5245750672744,42.916666666666664,,WR,Skill,Group of Five,1,0,0,,2006-2010,,8,0,0
Blair White,2010,74.0,209.0,4.49,18.0,33.5,115.0,6.69,4.03,26.83108108108108,15466.0,102.84683179540295,43.083333333333336,10.72,WR,Skill,Power Five,1,0,0,,2006-2010,,8,0,0
Jeremy Williams,2010,72.0,206.0,4.59,14.0,36.0,117.0,6.73,,27.935570987654323,14832.0,92.82104935782324,45.75,6.73,WR,Skill,Group of Five,1,0,0,,2006-2010,,8,0,0
Damian Williams,2010,73.0,197.0,4.52,19.0,38.0,118.0,6.79,4.24,25.988177894539312,14381.0,94.39358543190407,47.833333333333336,11.030000000000001,WR,Skill,Power Five,1,1,0,22.0,2006-2010,77.0,3,0,1
Dan Williams,2010,74.0,327.0,5.19,27.0,32.0,96.0,7.88,4.87,41.979729729729726,24198.0,90.13808287523717,40.0,12.75,DT,DL,Power Five,0,1,1,23.0,2006-2010,26.0,1,1,1
Keiland Williams,2010,71.0,233.0,4.52,,,,,,32.49335449315612,16543.0,111.64317464788655,,,RB,Skill,Power Five,1,1,1,,2006-2010,,8,0,0
Kyle Williams,2010,70.0,188.0,4.4,11.0,33.0,118.0,7.0,4.19,26.972244897959186,13160.0,100.31760125674474,42.833333333333336,11.190000000000001,WR,Skill,Power Five,1,0,0,22.0,2006-2010,206.0,6,0,1
Mike Williams,2010,73.0,221.0,4.53,8.0,33.5,116.0,6.9,4.31,29.15425032839182,16133.0,104.96136290292812,43.166666666666664,11.21,WR,Skill,Power Five,1,0,0,23.0,2006-2010,101.0,4,0,1
Stephen Williams,2010,76.0,210.0,4.5,15.0,36.5,125.0,6.81,4.11,25.559210526315788,15960.0,102.42341106538638,46.916666666666664,10.92,WR,Skill,Group of Five,1,0,0,,2006-2010,,8,0,0
Trent Williams,2010,77.0,315.0,4.81,23.0,34.5,113.0,7.64,4.63,37.349468713105075,24255.0,117.69560453282229,43.916666666666664,12.27,OT,OL,Power Five,0,1,0,22.0,2006-2010,4.0,1,1,1
C.J. Wilson,2010,75.0,290.0,4.83,32.0,33.0,116.0,,4.77,36.24355555555555,21750.0,106.57110541773979,42.666666666666664,4.77,DE,Edge,Group of Five,0,0,0,23.0,2006-2010,230.0,7,0,1
E.J. Wilson,2010,74.0,286.0,4.97,23.0,29.5,,,,36.71621621621622,21164.0,93.74982675796194,29.5,,DE,Edge,Power Five,0,0,0,22.0,2006-2010,127.0,4,0,1
Kion Wilson,2010,72.0,239.0,4.87,27.0,36.5,123.0,,4.53,32.410686728395056,17208.0,84.97908523048075,46.75,4.53,ILB,LB,FCS/Other,0,0,0,,2006-2010,,8,0,0
Kyle Wilson,2010,70.0,194.0,4.43,25.0,,,,,27.833061224489796,13580.0,100.74345030996156,,,CB,DB,Group of Five,0,0,0,23.0,2006-2010,29.0,1,1,1
Lindsey Witten,2010,76.0,250.0,4.7,23.0,36.5,115.0,7.32,4.62,30.42763157894737,19000.0,102.46571445961322,46.083333333333336,11.940000000000001,DE,Edge,FCS/Other,0,0,0,,2006-2010,,8,0,0
Ryan Wolfe,2010,73.0,205.0,4.65,13.0,,,,,27.043535372490147,14965.0,87.69443718224883,,,WR,Skill,Group of Five,1,0,0,,2006-2010,,8,0,0
Justin Woodall,2010,73.0,223.0,4.64,13.0,34.0,118.0,6.88,4.17,29.418089697879527,16279.0,96.21946470886397,43.833333333333336,11.05,S,DB,Power Five,0,1,1,,2006-2010,,8,0,0
Al Woods,2010,76.0,309.0,5.15,,37.0,109.0,7.45,4.67,37.60855263157895,23484.0,87.8535992979033,46.083333333333336,12.120000000000001,DT,DL,Power Five,0,1,1,23.0,2006-2010,123.0,4,0,1
Corey Wootton,2010,78.0,270.0,4.92,20.0,,,,,31.198224852071004,21060.0,92.15806526690216,,,DE,Edge,Power Five,0,0,0,23.0,2006-2010,109.0,4,0,1
Jason Worilds,2010,73.0,254.0,4.65,24.0,38.0,114.0,6.95,4.29,33.50759992493901,18542.0,108.65554655751806,47.5,11.24,OLB,Edge,Power Five,0,0,0,22.0,2006-2010,52.0,2,0,1
Doug Worthington,2010,77.0,292.0,5.02,19.0,,,,,34.622364648338674,22484.0,91.95979162869618,,,DT,DL,Power Five,0,1,0,23.0,2006-2010,242.0,7,0,1
Major Wright,2010,71.0,206.0,4.44,14.0,37.5,119.0,6.95,4.36,28.728030152747472,14626.0,106.01451615146094,47.416666666666664,11.31,S,DB,Power Five,0,1,1,22.0,2006-2010,75.0,3,0,1
Sam Young,2010,80.0,316.0,5.2,29.0,29.5,104.0,7.73,4.87,34.710625,25280.0,86.43779979692586,38.166666666666664,12.600000000000001,OT,OL,Power Five,0,1,0,23.0,2006-2010,179.0,6,0,1
Willie Young,2010,77.0,251.0,4.88,25.0,38.0,118.0,7.24,4.56,29.761005228537698,19327.0,88.51653991259904,47.833333333333336,11.8,DE,Edge,FCS/Other,0,0,0,24.0,2006-2010,213.0,7,0,1
Sam Acho,2011,74.0,262.0,4.67,23.0,33.5,112.0,6.69,4.32,33.63513513513513,19388.0,110.17010534834313,42.833333333333336,11.010000000000002,OLB,Edge,Power Five,0,1,0,23.0,2011-2015,103.0,4,0,1
Darvin Adams,2011,74.0,190.0,4.56,,,,,,24.39189189189189,14060.0,87.88691617213756,,,WR,Skill,Power Five,1,0,1,,2011-2015,,8,0,0
Danny Aiken,2011,76.0,244.0,5.0,11.0,,,,,29.69736842105263,18544.0,78.08,,,LS,ST,Power Five,0,0,0,,2011-2015,,8,0,0
Ladi Ajiboye,2011,73.0,297.0,5.3,23.0,24.0,91.0,7.72,4.71,39.18014636892475,21681.0,75.2805817541415,31.583333333333332,12.43,DT,DL,Power Five,0,0,1,,2011-2015,,8,0,0
Anthony Allen,2011,73.0,228.0,4.56,24.0,41.5,120.0,6.79,4.06,30.0776881215988,16644.0,105.46429940656508,51.5,10.85,RB,Skill,Power Five,1,0,0,23.0,2011-2015,225.0,7,0,1
Armando Allen,2011,68.0,199.0,4.59,23.0,,,,,30.25454152249135,13532.0,89.66693603013022,,,RB,Skill,Power Five,1,1,0,,2011-2015,,8,0,0
Cortez Allen,2011,73.0,197.0,4.5,18.0,35.5,129.0,6.76,4.01,25.988177894539312,14381.0,96.08291418991007,46.25,10.77,CB,DB,FCS/Other,0,0,0,22.0,2011-2015,128.0,4,0,1
Pierre Allen,2011,75.0,273.0,4.78,,,,,,34.11893333333333,20475.0,104.58780687040601,,,DE,Edge,Power Five,0,1,0,,2011-2015,,8,0,0
Prince Amukamara,2011,72.0,206.0,4.38,15.0,38.0,128.0,6.97,4.08,27.935570987654323,14832.0,111.94398785752304,48.666666666666664,11.05,CB,DB,Power Five,0,1,0,22.0,2011-2015,19.0,1,1,1
David Arkin,2011,77.0,300.0,5.31,25.0,29.0,103.0,7.6,4.63,35.5709225839096,23100.0,75.46979426091504,37.583333333333336,12.23,OG,OL,FCS/Other,0,0,0,23.0,2011-2015,110.0,4,0,1
Matt Asiata,2011,71.0,229.0,4.77,22.0,30.0,104.0,7.09,4.37,31.93552866494743,16259.0,88.46917183673551,38.666666666666664,11.46,RB,Skill,Power Five,1,0,0,,2011-2015,,8,0,0
Marvin Austin,2011,74.0,309.0,4.84,38.0,30.5,112.0,7.33,4.4,39.66891891891892,22866.0,112.61779725375597,39.833333333333336,11.73,DT,DL,Power Five,0,0,0,22.0,2011-2015,52.0,2,0,1
Akeem Ayers,2011,74.0,254.0,4.81,18.0,31.0,116.0,7.49,4.28,32.608108108108105,18796.0,94.9037573058313,40.666666666666664,11.77,OLB,Edge,Power Five,0,0,0,22.0,2011-2015,39.0,2,0,1
Allen Bailey,2011,75.0,285.0,4.71,27.0,36.5,117.0,7.43,4.56,35.61866666666666,21375.0,115.82204457758888,46.25,11.989999999999998,DE,Edge,FCS/Other,0,0,0,22.0,2011-2015,86.0,3,0,1
Dan Bailey,2011,72.0,193.0,4.92,,,,,,26.172646604938272,13896.0,65.87595035745228,,,K,ST,Power Five,0,0,0,,2011-2015,,8,0,0
Brandon Bair,2011,78.0,276.0,4.92,26.0,28.0,114.0,7.07,4.37,31.891518737672587,21528.0,94.20602227283331,37.5,11.440000000000001,DE,Edge,Power Five,0,0,0,,2011-2015,,8,0,0
Jon Baldwin,2011,76.0,228.0,4.49,20.0,42.0,129.0,7.07,4.34,27.75,17328.0,112.19654377680322,52.75,11.41,WR,Skill,Power Five,1,0,0,22.0,2011-2015,26.0,1,1,1
Christian Ballard,2011,76.0,283.0,4.75,,31.5,111.0,7.54,4.51,34.44407894736842,21508.0,111.18392277530099,40.75,12.05,DE,Edge,Power Five,0,0,0,22.0,2011-2015,106.0,4,0,1
Joe Barksdale,2011,77.0,325.0,5.31,29.0,29.0,103.0,8.27,4.75,38.53516613256873,25025.0,81.75894378265797,37.583333333333336,13.02,OT,OL,Power Five,0,1,1,23.0,2011-2015,92.0,3,0,1
Ryan Bartholomew,2011,73.0,302.0,4.93,34.0,26.5,92.0,7.62,4.62,39.83974479264402,22046.0,102.24669091446526,34.166666666666664,12.24,C,OL,Power Five,0,0,0,,2011-2015,,8,0,0
Jeremy Beal,2011,74.0,262.0,5.14,22.0,28.5,106.0,7.19,4.46,33.63513513513513,19388.0,75.07214259263007,37.333333333333336,11.65,DE,Edge,Power Five,0,1,0,23.0,2011-2015,247.0,7,0,1
Nick Bellore,2011,73.0,245.0,4.84,23.0,32.5,109.0,6.98,4.0,32.320322762244324,17885.0,89.2924282432693,41.583333333333336,10.98,ILB,LB,Group of Five,0,0,0,,2011-2015,,8,0,0
Damien Berry,2011,70.0,211.0,4.58,23.0,33.5,120.0,7.0,4.12,30.272040816326534,14770.0,95.90705136717418,43.5,11.120000000000001,RB,Skill,FCS/Other,1,0,0,,2011-2015,,8,0,0
Armon Binns,2011,75.0,209.0,4.5,13.0,31.5,118.0,6.86,4.31,26.120355555555555,15675.0,101.93568053650358,41.333333333333336,11.17,WR,Skill,Group of Five,1,0,0,,2011-2015,,8,0,0
Ahmad Black,2011,69.0,184.0,4.7,18.0,35.5,119.0,6.85,4.2,27.169082125603865,12696.0,75.41476584227534,45.416666666666664,11.05,S,DB,Power Five,0,1,1,21.0,2011-2015,151.0,5,0,1
Clint Boling,2011,77.0,308.0,5.28,28.0,31.0,102.0,7.66,4.64,36.519480519480524,23716.0,79.25834910166864,39.5,12.3,OG,OL,Power Five,0,1,1,22.0,2011-2015,101.0,4,0,1
Justin Boren,2011,75.0,309.0,5.4,28.0,,,7.57,4.75,38.61813333333333,23175.0,72.67975184451329,,12.32,OG,OL,Power Five,0,1,0,,2011-2015,,8,0,0
Matt Bosher,2011,73.0,208.0,4.78,8.0,,,,,27.439294426721712,15184.0,79.68594809173791,,,P,ST,FCS/Other,0,0,0,23.0,2011-2015,192.0,6,0,1
Da'Quan Bowers,2011,75.0,280.0,4.92,22.0,,,,,34.99377777777777,21000.0,95.57132694345408,,,DE,Edge,Power Five,0,1,0,21.0,2011-2015,51.0,2,0,1
Allen Bradford,2011,71.0,242.0,4.53,28.0,29.0,113.0,6.97,4.39,33.74846260662567,17182.0,114.93506707017468,38.416666666666664,11.36,RB,Skill,Power Five,1,1,0,23.0,2011-2015,187.0,6,0,1
James Brewer,2011,78.0,323.0,5.21,25.0,26.0,100.0,7.84,4.81,37.32232084155161,25194.0,87.67618105011739,34.333333333333336,12.649999999999999,OT,OL,Power Five,0,0,0,23.0,2011-2015,117.0,4,0,1
Niles Brinkley,2011,69.0,193.0,4.54,15.0,33.5,120.0,7.23,,28.498004620877968,13317.0,90.85815073693807,43.5,7.23,CB,DB,Power Five,0,0,0,,2011-2015,,8,0,0
DeAndre Brown,2011,78.0,233.0,4.59,20.0,29.0,117.0,6.93,4.33,26.92291255752794,18174.0,104.98691505035346,38.75,11.26,WR,Skill,Group of Five,1,0,0,,2011-2015,,8,0,0
Chykie Brown,2011,71.0,190.0,4.49,,36.5,120.0,6.5,4.0,26.496726839912714,13490.0,93.49711981400269,46.5,10.5,CB,DB,Power Five,0,1,0,24.0,2011-2015,164.0,5,0,1
Curtis Brown,2011,72.0,185.0,4.51,10.0,39.5,128.0,6.59,4.0,25.087770061728396,13320.0,89.43253816762147,50.166666666666664,10.59,CB,DB,Power Five,0,1,0,22.0,2011-2015,95.0,3,0,1
Jalil Brown,2011,73.0,204.0,4.52,24.0,35.5,116.0,6.85,4.25,26.91161568774629,14892.0,97.74767222390066,45.166666666666664,11.1,CB,DB,Power Five,0,0,0,23.0,2011-2015,118.0,4,0,1
Vincent Brown,2011,71.0,187.0,4.68,12.0,33.5,121.0,6.64,4.25,26.0783574687562,13277.0,77.96293673406312,43.583333333333336,10.89,WR,Skill,Group of Five,1,0,0,22.0,2011-2015,82.0,3,0,1
Kendric Burney,2011,69.0,186.0,4.71,14.0,32.5,112.0,,,27.464398235664778,12834.0,75.58912382958432,41.833333333333336,,CB,DB,Power Five,0,0,0,,2011-2015,,8,0,0
Brandon Burton,2011,72.0,190.0,4.5,18.0,32.0,118.0,6.93,4.07,25.76581790123457,13680.0,92.66880048773052,41.833333333333336,11.0,CB,DB,Power Five,0,0,0,22.0,2011-2015,139.0,5,0,1
Stephen Burton,2011,73.0,221.0,4.5,19.0,34.5,117.0,7.04,4.31,29.15425032839182,16133.0,107.7884468830971,44.25,11.35,WR,Skill,FCS/Other,1,0,0,21.0,2011-2015,236.0,7,0,1
