player_name,season,height_inches,weight,forty,bench,vertical,broad_jump,cone,shuttle,bmi,size_score,speed_score,burst_score,agility_score,pos,pos_group,conf_tier,is_skill,is_blue_blood,is_sec,age_at_draft,era,draft_ovr,draft_round,is_first_round,is_drafted
Sloan Thomas,2004,73.0,203.0,4.5,,,,,,26.779696003002442,14819.0,99.00929736320683,,,WR,Skill,Power Five,1,1,0,22.0,2000-2005,211.0,7,0,1
Chris Thompson,2004,72.0,189.0,4.5,12.0,35.0,117.0,7.09,4.14,25.630208333333336,13608.0,92.18106995884774,44.75,11.23,CB,DB,FCS/Other,0,0,0,22.0,2000-2005,150.0,5,0,1
Bruce Thornton,2004,70.0,197.0,4.5,,37.5,122.0,,,28.263469387755105,13790.0,96.08291418991007,47.666666666666664,,CB,DB,Power Five,0,1,1,24.0,2000-2005,121.0,4,0,1
Andrae Thurman,2004,71.0,192.0,4.54,,34.5,121.0,7.31,4.3,26.775639754017064,13632.0,90.38738311653943,44.583333333333336,11.61,WR,Skill,Power Five,1,0,0,,2000-2005,,8,0,0
Deryck Toles,2004,72.0,224.0,4.58,24.0,37.0,112.0,7.12,4.23,30.37654320987654,16128.0,101.81601661728443,46.333333333333336,11.350000000000001,OLB,Edge,Power Five,0,1,0,,2000-2005,,8,0,0
Reggie Torbor,2004,74.0,254.0,4.65,16.0,34.0,120.0,7.48,4.46,32.608108108108105,18796.0,108.65554655751806,44.0,11.940000000000001,DE,Edge,Power Five,0,0,1,23.0,2000-2005,97.0,4,0,1
Daryl Towns,2004,72.0,224.0,4.57,,37.0,112.0,7.15,4.25,30.37654320987654,16128.0,102.71011458343338,46.333333333333336,11.4,OLB,Edge,Group of Five,0,0,0,,2000-2005,,8,0,0
Ben Troupe,2004,76.0,265.0,4.65,,,,,,32.25328947368421,20140.0,113.36110172339484,,,TE,Skill,Power Five,1,1,1,22.0,2000-2005,40.0,2,0,1
Marcus Tubbs,2004,76.0,321.0,5.05,29.0,32.5,105.0,,,39.06907894736842,24396.0,98.71190098527491,41.25,,DT,DL,Power Five,0,1,0,23.0,2000-2005,23.0,1,1,1
Sean Tufts,2004,76.0,242.0,4.61,21.0,34.5,118.0,6.94,3.94,29.453947368421055,18392.0,107.1622096613478,44.333333333333336,10.88,OLB,Edge,Power Five,0,0,0,22.0,2000-2005,196.0,6,0,1
Michael Turner,2004,70.0,237.0,4.49,22.0,31.0,114.0,7.5,4.15,34.00224489795918,16590.0,116.62535471536124,40.5,11.65,RB,Skill,Group of Five,1,0,0,22.0,2000-2005,154.0,5,0,1
Kenechi Udeze,2004,75.0,281.0,4.77,,,,,,35.11875555555556,21075.0,108.5582414241165,,,DE,Edge,Power Five,0,1,0,21.0,2000-2005,20.0,1,1,1
Ben Utecht,2004,78.0,249.0,4.8,,,,,,28.771696252465485,19422.0,93.81329571759262,,,TE,Skill,Power Five,1,0,0,,2000-2005,,8,0,0
Nathan Vasher,2004,70.0,177.0,4.49,,,,,,25.394081632653062,12390.0,87.09994845830776,,,CB,DB,Power Five,0,1,0,22.0,2000-2005,110.0,4,0,1
Khaleed Vaughn,2004,76.0,281.0,5.0,14.0,31.5,113.0,7.38,4.35,34.20065789473684,21356.0,89.92,40.916666666666664,11.73,DE,Edge,Power Five,0,1,0,,2000-2005,,8,0,0
Jonathan Vilma,2004,72.0,233.0,4.61,,,,,,31.59702932098765,16776.0,103.1768382276613,,,ILB,LB,FCS/Other,0,0,0,22.0,2000-2005,12.0,1,1,1
Michael Waddell,2004,71.0,187.0,4.31,14.0,37.5,121.0,6.84,4.03,26.0783574687562,13277.0,108.38333780880065,47.583333333333336,10.870000000000001,CB,DB,Power Five,0,0,0,23.0,2000-2005,124.0,4,0,1
Alex Wade,2004,72.0,248.0,4.97,22.0,32.5,114.0,7.5,4.41,33.63117283950617,17856.0,81.29355606984112,42.0,11.91,FB,Skill,Power Five,1,0,0,,2000-2005,,8,0,0
Mike Walker,2004,76.0,254.0,4.84,19.0,30.0,106.0,7.51,4.35,30.914473684210527,19304.0,92.57255826036898,38.833333333333336,11.86,TE,Skill,FCS/Other,1,0,0,,2000-2005,,8,0,0
Matt Ware,2004,74.0,209.0,4.54,15.0,,,,,26.83108108108108,15466.0,98.39043266331636,,,S,DB,Power Five,0,0,0,21.0,2000-2005,89.0,3,0,1
Donnell Washington,2004,77.0,332.0,5.0,34.0,31.0,109.0,7.8,4.88,39.365154326193284,25564.0,106.24,40.083333333333336,12.68,DT,DL,Power Five,0,1,0,,2000-2005,72.0,3,0,1
Rashad Washington,2004,74.0,223.0,4.61,14.0,34.0,116.0,7.06,4.02,28.62837837837838,16502.0,98.74864774578744,43.666666666666664,11.079999999999998,S,DB,Power Five,0,0,0,24.0,2000-2005,236.0,7,0,1
Benjamin Watson,2004,75.0,258.0,4.5,34.0,35.5,123.0,7.38,4.11,32.24426666666667,19350.0,125.83447645176041,45.75,11.49,TE,Skill,Power Five,1,1,1,23.0,2000-2005,32.0,1,1,1
Courtney Watson,2004,73.0,237.0,4.56,22.0,36.5,114.0,7.39,4.35,31.26496528429349,17301.0,109.62736385682422,46.0,11.739999999999998,OLB,Edge,Power Five,0,1,0,23.0,2000-2005,60.0,2,0,1
Darius Watts,2004,73.0,188.0,4.5,,,,,,24.800900731844624,13724.0,91.69333942996495,,,WR,Skill,Group of Five,1,0,0,22.0,2000-2005,54.0,2,0,1
Scott Wells,2004,74.0,300.0,5.3,31.0,31.0,109.0,7.56,4.35,38.513513513513516,22200.0,76.04099167084999,40.083333333333336,11.91,C,OL,Power Five,0,1,1,23.0,2000-2005,251.0,7,0,1
Travelle Wharton,2004,76.0,312.0,5.14,,31.5,105.0,8.31,4.58,37.973684210526315,23712.0,89.39888736221596,40.25,12.89,OT,OL,Power Five,0,0,1,23.0,2000-2005,94.0,3,0,1
Huey Whittaker,2004,76.0,234.0,4.62,,37.0,121.0,7.06,4.13,28.48026315789474,17784.0,102.72542597697624,47.083333333333336,11.19,WR,Skill,FCS/Other,1,0,0,,2000-2005,,8,0,0
Ernest Wilford,2004,76.0,226.0,4.79,,40.5,130.0,,4.17,27.50657894736842,17176.0,85.86108676545588,51.333333333333336,4.17,WR,Skill,Power Five,1,0,0,25.0,2000-2005,120.0,4,0,1
Vince Wilfork,2004,73.0,323.0,5.08,36.0,,,,,42.610058172264964,23579.0,97.001325504914,,,DT,DL,FCS/Other,0,0,0,22.0,2000-2005,21.0,1,1,1
Virgil Williams,2004,73.0,196.0,4.66,11.0,,,,,25.856258209795456,14308.0,83.12705606015135,,,S,DB,Power Five,0,0,0,,2000-2005,,8,0,0
Corey Williams,2004,76.0,313.0,5.18,25.0,28.0,106.0,7.97,4.55,38.09539473684211,23788.0,86.94713862712513,36.833333333333336,12.52,DT,DL,FCS/Other,0,0,0,24.0,2000-2005,179.0,6,0,1
D.J. Williams,2004,73.0,250.0,4.55,,,,,,32.9799211859636,18250.0,116.66065694153296,,,OLB,Edge,FCS/Other,0,0,0,22.0,2000-2005,17.0,1,1,1
Demorrio Williams,2004,73.0,232.0,4.52,16.0,37.0,125.0,7.02,4.11,30.605366860574215,16936.0,111.16401939188704,47.416666666666664,11.129999999999999,OLB,Edge,Power Five,0,1,0,24.0,2000-2005,101.0,4,0,1
Madieu Williams,2004,72.0,193.0,4.48,18.0,,125.0,,,26.172646604938272,13896.0,95.82421025947843,,,S,DB,Power Five,0,0,0,22.0,2000-2005,56.0,2,0,1
Quintin Williams,2004,71.0,207.0,4.6,21.0,37.0,122.0,7.28,4.09,28.867486609799645,14697.0,92.46322018574837,47.166666666666664,11.370000000000001,S,DB,Power Five,0,0,0,,2000-2005,,8,0,0
Reggie Williams,2004,76.0,229.0,4.56,,,,,,27.87171052631579,17404.0,105.92686212326053,,,WR,Skill,Power Five,1,0,0,21.0,2000-2005,9.0,1,1,1
Roy Williams,2004,74.0,212.0,4.48,,,,,,27.216216216216218,15688.0,105.25768173580015,,,WR,Skill,Power Five,1,1,0,22.0,2000-2005,7.0,1,1,1
Shaud Williams,2004,67.0,193.0,4.73,15.0,34.0,114.0,7.01,4.15,30.22477166406772,12931.0,77.11568873734306,43.5,11.16,RB,Skill,Power Five,1,1,1,,2000-2005,,8,0,0
Keith Willis,2004,78.0,260.0,5.03,21.0,,114.0,7.33,4.44,30.042735042735043,20280.0,81.23279631404533,,11.77,TE,Skill,Power Five,1,0,0,,2000-2005,,8,0,0
George Wilson,2004,72.0,213.0,4.63,,35.0,120.0,7.07,3.98,28.884837962962965,15336.0,92.70125955062558,45.0,11.05,WR,Skill,Power Five,1,0,1,,2000-2005,,8,0,0
Gibril Wilson,2004,72.0,197.0,4.47,15.0,,120.0,,,26.715084876543212,14184.0,98.6884048469653,,,S,DB,Power Five,0,1,1,22.0,2000-2005,136.0,5,0,1
Kris Wilson,2004,74.0,248.0,4.62,24.0,35.0,119.0,6.88,4.1,31.83783783783784,18352.0,108.87139163371842,44.916666666666664,10.98,TE,Skill,Power Five,1,0,0,23.0,2000-2005,61.0,2,0,1
Mark Wilson,2004,79.0,314.0,5.36,24.0,28.5,108.0,7.53,4.49,35.36965229931101,24806.0,76.08525227951337,37.5,12.02,OT,OL,Power Five,0,0,0,23.0,2000-2005,151.0,5,0,1
Quincy Wilson,2004,69.0,225.0,4.6,26.0,33.5,118.0,7.68,4.36,33.22306238185255,15525.0,100.5035002019004,43.333333333333336,12.04,RB,Skill,Power Five,1,0,0,23.0,2000-2005,219.0,7,0,1
Travis Wilson,2004,75.0,256.0,4.89,25.0,33.0,109.0,7.56,4.36,31.994311111111113,19200.0,89.54359458987665,42.083333333333336,11.92,FB,Skill,Power Five,1,0,0,22.0,2000-2005,78.0,3,0,1
Marcus Winn,2004,72.0,223.0,4.86,21.0,,,,,30.240933641975307,16056.0,79.94471924333929,,,S,DB,Power Five,0,0,1,,2000-2005,,8,0,0
Kellen Winslow,2004,76.0,251.0,4.55,24.0,,120.0,,,30.549342105263158,19076.0,117.12729956929908,,,TE,Skill,FCS/Other,1,0,0,21.0,2000-2005,6.0,1,1,1
Jeff Womble,2004,73.0,313.0,5.38,18.0,28.0,,,,41.29086132482642,22849.0,74.72143960471792,28.0,,DT,DL,Power Five,0,0,0,,2000-2005,,8,0,0
Rashaun Woods,2004,74.0,202.0,4.47,,39.0,125.0,6.93,3.97,25.93243243243243,14948.0,101.19318669587305,49.416666666666664,10.9,WR,Skill,Power Five,1,0,0,23.0,2000-2005,31.0,1,1,1
Renaldo Works,2004,72.0,222.0,4.7,21.0,30.5,115.0,7.25,4.09,30.105324074074076,15984.0,90.98955444013654,40.083333333333336,11.34,RB,Skill,Power Five,1,1,0,,2000-2005,,8,0,0
Carlos Wright,2004,73.0,203.0,4.65,,34.0,122.0,7.12,4.31,26.779696003002442,14819.0,86.83888169754397,44.166666666666664,11.43,WR,Skill,FCS/Other,1,0,0,,2000-2005,,8,0,0
Jason Wright,2004,70.0,210.0,4.68,,30.0,111.0,7.35,4.12,30.12857142857143,14700.0,87.5519610382527,39.25,11.469999999999999,RB,Skill,Power Five,1,0,0,,2000-2005,,8,0,0
Dexter Wynn,2004,69.0,175.0,4.49,13.0,39.0,123.0,6.7,3.9,25.84015963032976,12075.0,86.11576824973932,49.25,10.6,CB,DB,FCS/Other,0,0,0,23.0,2000-2005,192.0,6,0,1
Kirk Yliniemi,2004,72.0,214.0,4.69,,,,,,29.0204475308642,15408.0,88.46111277160757,,,K,ST,Power Five,0,0,0,,2000-2005,,8,0,0
Kevin Youngblood,2004,76.0,213.0,4.64,,34.0,,,,25.924342105263158,16188.0,91.90469050667276,34.0,,WR,Skill,Power Five,1,1,0,,2000-2005,,8,0,0
Hamza Abdullah,2005,74.0,214.0,,18.0,39.0,114.0,6.94,,27.472972972972972,15836.0,,48.5,6.94,S,DB,Power Five,0,0,0,22.0,2000-2005,231.0,7,0,1
Anthony Alabi,2005,77.0,310.0,5.12,18.0,32.5,105.0,7.62,4.6,36.75662000337325,23870.0,90.22187441587448,41.25,12.219999999999999,OT,OL,Power Five,0,0,0,24.0,2000-2005,162.0,5,0,1
Lorenzo Alexander,2005,74.0,289.0,5.12,28.0,29.5,106.0,7.53,4.55,37.10135135135135,21386.0,84.1100700199604,38.333333333333336,12.08,DT,DL,Power Five,0,0,0,,2000-2005,,8,0,0
Jared Allen,2005,74.0,218.0,4.93,,27.5,106.0,7.29,4.39,27.986486486486488,16132.0,73.80721397136897,36.333333333333336,11.68,QB,QB,FCS/Other,1,0,0,,2000-2005,,8,0,0
Derek Anderson,2005,78.0,242.0,5.03,,29.0,103.0,7.67,4.62,27.96285338593031,18876.0,75.60898733845758,37.583333333333336,12.29,QB,QB,Power Five,1,0,0,22.0,2000-2005,213.0,6,0,1
Calvin Armstrong,2005,79.0,325.0,5.51,26.0,34.0,100.0,7.62,4.66,36.60871655183464,25675.0,70.51913251687066,42.333333333333336,12.280000000000001,OT,OL,Power Five,0,0,0,,2000-2005,211.0,6,0,1
J.J. Arrington,2005,69.0,214.0,4.4,18.0,35.0,121.0,6.81,4.1,31.598823776517538,14766.0,114.19131206884772,45.083333333333336,10.91,RB,Skill,Power Five,1,0,0,22.0,2000-2005,44.0,2,0,1
O.J. Atogwe,2005,71.0,219.0,4.52,22.0,,,,,30.54096409442571,15549.0,104.93500106389337,,,S,DB,Power Five,0,0,0,24.0,2000-2005,66.0,3,0,1
Adrian Awasom,2005,76.0,279.0,4.93,23.0,32.5,107.0,7.57,4.4,33.95723684210526,21204.0,94.45969127528413,41.416666666666664,11.97,DE,Edge,Group of Five,0,0,0,,2000-2005,,8,0,0
David Baas,2005,76.0,319.0,5.06,29.0,29.5,105.0,7.5,4.46,38.82565789473684,24244.0,97.32370000350986,38.25,11.96,OG,OL,Power Five,0,1,0,23.0,2000-2005,33.0,2,0,1
Jonathan Babineaux,2005,74.0,286.0,4.87,21.0,29.5,109.0,7.7,4.57,36.71621621621622,21164.0,101.69045345572174,38.583333333333336,12.27,DT,DL,Power Five,0,0,0,23.0,2000-2005,59.0,2,0,1
Billy Bajema,2005,77.0,261.0,4.74,16.0,31.5,113.0,7.05,4.25,30.94670264800135,20097.0,103.40871377848424,40.916666666666664,11.3,TE,Skill,Power Five,1,0,0,22.0,2000-2005,249.0,7,0,1
Marion Barber,2005,71.0,221.0,4.49,20.0,40.0,127.0,,,30.819877008530053,15691.0,108.75191304681366,50.583333333333336,,RB,Skill,Power Five,1,0,0,22.0,2000-2005,109.0,4,0,1
Khalif Barnes,2005,78.0,305.0,4.92,26.0,35.0,106.0,7.57,4.54,35.24243918474688,23790.0,104.10448113483392,43.833333333333336,12.11,OT,OL,Power Five,0,0,0,23.0,2000-2005,52.0,2,0,1
Alex Barron,2005,79.0,320.0,4.87,,35.5,112.0,7.83,4.56,36.045505527960266,25280.0,113.77952834206629,44.833333333333336,12.39,OT,OL,Power Five,0,0,0,22.0,2000-2005,19.0,1,1,1
Ronald Bartell,2005,73.0,211.0,4.37,21.0,35.5,,,,27.83505348095327,15403.0,115.71421223376315,35.5,,CB,DB,FCS/Other,0,0,0,23.0,2000-2005,50.0,2,0,1
Jordan Beck,2005,74.0,233.0,4.6,25.0,41.0,128.0,7.11,4.1,29.912162162162165,17242.0,104.07695798685685,51.666666666666664,11.21,OLB,Edge,FCS/Other,0,0,0,22.0,2000-2005,90.0,3,0,1
Bryce Benekos,2005,77.0,227.0,5.1,,,,,,26.91533142182493,17479.0,67.108131746566,,,P,ST,FCS/Other,0,0,0,,2000-2005,,8,0,0
Cedric Benson,2005,70.0,222.0,4.62,,,,,,31.850204081632654,15540.0,97.45745541405438,,,RB,Skill,Power Five,1,1,0,22.0,2000-2005,4.0,1,1,1
Adam Bergen,2005,76.0,265.0,4.78,25.0,38.0,121.0,7.11,4.1,32.25328947368421,20140.0,101.52296271303148,48.083333333333336,11.21,TE,Skill,FCS/Other,1,0,0,,2000-2005,,8,0,0
Joe Berger,2005,77.0,303.0,5.18,30.0,27.0,96.0,7.77,4.62,35.92663180974869,23331.0,84.16927477322338,35.0,12.39,OT,OL,FCS/Other,0,0,0,23.0,2000-2005,207.0,6,0,1
Justin Beriault,2005,75.0,204.0,4.52,14.0,39.5,132.0,6.92,3.8,25.49546666666667,15300.0,97.74767222390066,50.5,10.719999999999999,S,DB,Group of Five,0,0,0,,2000-2005,208.0,6,0,1
Brock Berlin,2005,73.0,221.0,4.83,,29.0,109.0,7.49,4.54,29.15425032839182,16133.0,81.21453205972584,38.083333333333336,12.030000000000001,QB,QB,FCS/Other,1,0,0,,2000-2005,,8,0,0
Atari Bigby,2005,71.0,214.0,4.57,19.0,35.0,112.0,7.0,4.1,29.84368180916485,15194.0,98.12484161095868,44.333333333333336,11.1,S,DB,FCS/Other,0,0,0,,2000-2005,,8,0,0
DeCori Birmingham,2005,70.0,210.0,4.56,14.0,34.5,118.0,7.13,4.28,30.12857142857143,14700.0,97.13817050604678,44.333333333333336,11.41,RB,Skill,Power Five,1,0,1,,2000-2005,,8,0,0
Darryl Blackstock,2005,75.0,247.0,4.7,25.0,39.0,126.0,7.05,4.29,30.86951111111111,18525.0,101.23612588609787,49.5,11.34,OLB,Edge,Power Five,0,0,0,22.0,2000-2005,95.0,3,0,1
Michael Boley,2005,75.0,236.0,4.56,,34.0,113.0,7.08,4.12,29.494755555555557,17700.0,109.16480114012876,43.416666666666664,11.2,OLB,Edge,Group of Five,0,0,0,23.0,2000-2005,160.0,5,0,1
Mark Bradley,2005,73.0,201.0,4.37,,39.5,128.0,6.96,3.98,26.51585663351473,14673.0,110.23012634590708,50.166666666666664,10.94,WR,Skill,Power Five,1,1,0,23.0,2000-2005,39.0,2,0,1
Craig Bragg,2005,73.0,196.0,4.46,,36.0,,,,25.856258209795456,14308.0,99.07101950149897,36.0,,WR,Skill,Power Five,1,0,0,,2000-2005,195.0,6,0,1
Jamaal Brimmer,2005,73.0,216.0,4.8,16.0,32.0,113.0,7.78,4.63,28.494651904672548,15768.0,81.38020833333336,41.416666666666664,12.41,S,DB,Group of Five,0,0,0,,2000-2005,,8,0,0
Wesley Britt,2005,80.0,314.0,5.2,24.0,,,,,34.4909375,25120.0,85.89072511466684,,,OT,OL,Power Five,0,1,1,23.0,2000-2005,164.0,5,0,1
C.J. Brooks,2005,77.0,309.0,5.18,24.0,31.5,108.0,7.61,4.56,36.63805026142688,23793.0,85.83599308556443,40.5,12.17,OG,OL,Power Five,0,0,0,,2000-2005,,8,0,0
Nehemiah Broughton,2005,71.0,250.0,4.59,25.0,30.0,108.0,7.54,4.28,34.86411426304305,17750.0,112.64690456046509,39.0,11.82,RB,Skill,FCS/Other,1,0,0,22.0,2000-2005,222.0,7,0,1
Tim Brown,2005,76.0,318.0,5.6,23.0,29.0,93.0,7.84,4.92,38.703947368421055,24168.0,64.67031965847566,36.75,12.76,OT,OL,Power Five,0,0,0,,2000-2005,,8,0,0
Elton Brown,2005,77.0,329.0,4.93,,,,,,39.00944510035419,25333.0,111.3879513604605,,,OG,OL,Power Five,0,0,0,23.0,2000-2005,111.0,4,0,1
Jason Brown,2005,75.0,313.0,5.4,23.0,30.5,105.0,7.72,4.51,39.11804444444444,23475.0,73.62059005609275,39.25,12.23,C,OL,Power Five,0,0,0,22.0,2000-2005,124.0,4,0,1
Jammal Brown,2005,78.0,316.0,5.06,,31.5,109.0,7.93,4.67,36.513477975016436,24648.0,96.40843009752074,40.583333333333336,12.6,OT,OL,Power Five,0,1,0,24.0,2000-2005,13.0,1,1,1
Reggie Brown,2005,74.0,196.0,4.45,,41.5,128.0,6.99,3.94,25.16216216216216,14504.0,99.96455179214907,52.166666666666664,10.93,WR,Skill,Power Five,1,1,1,24.0,2000-2005,35.0,2,0,1
Ronnie Brown,2005,72.0,233.0,4.43,18.0,34.0,117.0,7.1,4.08,31.59702932098765,16776.0,120.99599959907755,43.75,11.18,RB,Skill,Power Five,1,0,1,23.0,2000-2005,2.0,1,1,1
Brandon Browner,2005,75.0,221.0,4.63,13.0,36.5,123.0,7.2,4.24,27.620088888888887,16575.0,96.1829969985364,46.75,11.440000000000001,CB,DB,Power Five,0,0,0,,2000-2005,,8,0,0
Anthony Bryant,2005,75.0,337.0,5.06,23.0,31.5,106.0,7.8,4.68,42.11751111111111,25275.0,102.81531943944458,40.333333333333336,12.48,DT,DL,Power Five,0,1,1,23.0,2000-2005,178.0,6,0,1
Doug Buckles,2005,77.0,311.0,5.53,18.0,23.5,89.0,8.17,4.8,36.87518974531962,23947.0,66.5104459040865,30.916666666666668,12.969999999999999,OG,OL,FCS/Other,0,0,0,,2000-2005,,8,0,0
Dan Buenning,2005,76.0,320.0,5.35,29.0,28.0,111.0,7.9,4.59,38.94736842105263,24320.0,78.12046971366661,37.25,12.49,OG,OL,Power Five,0,0,0,23.0,2000-2005,107.0,4,0,1
Josh Bullocks,2005,72.0,209.0,4.46,,37.5,118.0,7.09,4.08,28.342399691358025,15048.0,105.64205650925145,47.333333333333336,11.17,S,DB,Power Five,0,1,0,22.0,2000-2005,40.0,2,0,1
Tim Bulman,2005,75.0,294.0,4.91,35.0,32.5,115.0,7.23,4.2,36.74346666666667,22050.0,101.16990858720007,42.083333333333336,11.43,DT,DL,FCS/Other,0,0,0,,2000-2005,,8,0,0
Kevin Burnett,2005,75.0,239.0,4.58,20.0,36.0,130.0,,,29.869688888888888,17925.0,108.63405344433473,46.833333333333336,,OLB,Edge,Power Five,0,1,1,22.0,2000-2005,42.0,2,0,1
Vincent Burns,2005,72.0,267.0,4.84,25.0,35.0,122.0,7.24,4.41,36.207754629629626,19224.0,97.31052384062409,45.166666666666664,11.65,DE,Edge,Power Five,0,0,1,,2000-2005,92.0,3,0,1
Larry Burt,2005,74.0,304.0,5.36,22.0,28.0,98.0,8.03,4.72,39.027027027027025,22496.0,73.66215507315944,36.166666666666664,12.75,DT,DL,Group of Five,0,0,0,,2000-2005,,8,0,0
James Butler,2005,74.0,213.0,4.51,16.0,40.5,127.0,7.1,3.98,27.344594594594593,15762.0,102.9682736740723,51.083333333333336,11.08,S,DB,Power Five,0,0,0,,2000-2005,,8,0,0
Jason Campbell,2005,77.0,230.0,4.71,,,,,,27.271040647664023,17710.0,93.47042193980857,,,QB,QB,Power Five,1,0,1,23.0,2000-2005,25.0,1,1,1
Chris Canty,2005,79.0,279.0,4.98,,,,,,31.427175132190353,22041.0,90.72287988349933,,,DE,Edge,Power Five,0,0,0,22.0,2000-2005,132.0,4,0,1
Jerome Carter,2005,71.0,220.0,4.47,21.0,35.0,121.0,7.18,4.04,30.68042055147788,15620.0,110.21040135194094,45.083333333333336,11.219999999999999,S,DB,Power Five,0,0,0,22.0,2000-2005,117.0,4,0,1
Luis Castillo,2005,75.0,303.0,4.79,32.0,34.5,112.0,,,37.86826666666666,22725.0,115.11464287581032,43.833333333333336,,DT,DL,Power Five,0,0,0,22.0,2000-2005,28.0,1,1,1
Timmy Chang,2005,73.0,211.0,5.08,,29.0,111.0,7.24,4.2,27.83505348095327,15403.0,63.36619096451039,38.25,11.440000000000001,QB,QB,Group of Five,1,0,0,,2000-2005,,8,0,0
Maurice Clarett,2005,72.0,234.0,4.78,22.0,34.0,115.0,,,31.73263888888889,16848.0,89.64669160320516,43.583333333333336,,RB,Skill,Power Five,1,1,0,,2000-2005,101.0,3,0,1
Ryan Claridge,2005,74.0,254.0,4.78,,,,,,32.608108108108105,18796.0,97.30880199664149,,,OLB,Edge,Group of Five,0,0,0,,2000-2005,170.0,5,0,1
Mark Clayton,2005,70.0,193.0,4.41,,36.5,118.0,6.95,4.07,27.689591836734696,13510.0,102.05468505588799,46.333333333333336,11.02,WR,Skill,Power Five,1,1,0,23.0,2000-2005,22.0,1,1,1
Jonathan Clinkscale,2005,74.0,315.0,5.51,,27.5,99.0,,,40.439189189189186,23310.0,68.3493130548131,35.75,,OG,OL,Power Five,0,0,0,,2000-2005,,8,0,0
DeAndra Cobb,2005,70.0,196.0,4.49,17.0,34.0,118.0,7.13,4.25,28.12,13720.0,96.44966043970804,43.833333333333336,11.379999999999999,RB,Skill,Power Five,1,0,0,24.0,2000-2005,201.0,6,0,1
Dan Cody,2005,77.0,254.0,4.75,,,,,,30.116714454376794,19558.0,99.79051726122421,,,DE,Edge,Power Five,0,1,0,23.0,2000-2005,53.0,2,0,1
Shaun Cody,2005,76.0,293.0,5.05,34.0,,,,,35.661184210526315,22268.0,90.10151709870887,,,DT,DL,Power Five,0,1,0,22.0,2000-2005,37.0,2,0,1
Trent Cole,2005,74.0,236.0,4.7,,,,,,30.2972972972973,17464.0,96.72763444987488,,,OLB,Edge,Group of Five,0,0,0,22.0,2000-2005,146.0,5,0,1
Eric Coleman,2005,77.0,288.0,5.12,27.0,33.0,118.0,7.42,4.71,34.148085680553216,22176.0,83.81903171539307,42.833333333333336,12.129999999999999,DT,DL,Power Five,0,1,0,,2000-2005,,8,0,0
Jerome Collins,2005,76.0,267.0,4.71,21.0,,118.0,,,32.496710526315795,20292.0,108.5069680779517,,,TE,Skill,Power Five,1,1,0,23.0,2000-2005,144.0,5,0,1
Nick Collins,2005,71.0,206.0,4.36,11.0,40.0,118.0,6.94,4.16,28.728030152747472,14626.0,114.01218240580504,49.833333333333336,11.100000000000001,CB,DB,FCS/Other,0,0,0,22.0,2000-2005,51.0,2,0,1
Chris Colmer,2005,77.0,310.0,5.19,,,,,,36.75662000337325,23870.0,85.45200517224319,,,OT,OL,Group of Five,0,0,0,,2000-2005,91.0,3,0,1
Jon Colon,2005,79.0,317.0,5.64,,25.5,85.0,8.03,4.89,35.707578913635636,25043.0,62.65746813984839,32.583333333333336,12.919999999999998,OT,OL,Power Five,0,1,1,,2000-2005,,8,0,0
Dustin Colquitt,2005,74.0,211.0,4.88,,,,,,27.08783783783784,15614.0,74.41031841258325,,,P,ST,Power Five,0,1,1,23.0,2000-2005,99.0,3,0,1
Dan Connolly,2005,76.0,311.0,5.19,22.0,28.5,108.0,7.65,4.54,37.85197368421053,23636.0,85.72765680183107,37.5,12.190000000000001,OT,OL,FCS/Other,0,0,0,,2000-2005,,8,0,0
Sean Considine,2005,72.0,212.0,4.5,19.0,37.0,117.0,7.09,3.92,28.749228395061728,15264.0,103.39887212315196,46.75,11.01,S,DB,Power Five,0,0,0,22.0,2000-2005,102.0,4,0,1
Atcheson Conway,2005,70.0,219.0,4.9,14.0,32.0,108.0,7.38,4.1,31.41979591836735,15330.0,75.97833819415447,41.0,11.48,S,DB,FCS/Other,0,0,0,,2000-2005,,8,0,0
Roger Cooper,2005,74.0,239.0,4.75,19.0,35.5,118.0,7.28,4.33,30.68243243243243,17686.0,93.89737647808104,45.333333333333336,11.61,OLB,Edge,FCS/Other,0,0,0,,2000-2005,,8,0,0
Junius Coston,2005,75.0,310.0,5.31,21.0,29.5,102.0,7.93,4.56,38.74311111111111,23250.0,77.9854540696122,38.0,12.489999999999998,C,OL,FCS/Other,0,0,0,21.0,2000-2005,143.0,5,0,1
Jonas Crafts,2005,75.0,247.0,4.89,24.0,,,,,30.86951111111111,18525.0,86.3955775925763,,,TE,Skill,FCS/Other,1,0,0,,2000-2005,,8,0,0
Channing Crowder,2005,74.0,252.0,4.71,,,,,,32.35135135135135,18648.0,102.4110709949207,,,ILB,LB,Power Five,0,1,1,21.0,2000-2005,70.0,3,0,1
Airese Currie,2005,70.0,186.0,4.49,,38.0,125.0,7.05,4.07,26.685306122448978,13020.0,91.5287593968658,48.416666666666664,11.120000000000001,WR,Skill,Power Five,1,1,0,22.0,2000-2005,140.0,5,0,1
Markus Curry,2005,71.0,181.0,4.59,12.0,35.0,117.0,7.04,3.89,25.241618726443164,12851.0,81.55635890177673,44.75,10.93,CB,DB,Power Five,0,1,0,,2000-2005,,8,0,0
